X Y INLINE XLINE
10000.0 10000.0 1 1
10025.0 10000.0 1 2
10050.0 10000.0 1 3
10075.0 10000.0 1 4
10100.0 10000.0 1 5
10125.0 10000.0 1 6
10150.0 10000.0 1 7
10175.0 10000.0 1 8
10200.0 10000.0 1 9
10225.0 10000.0 1 10
10250.0 10000.0 1 11
10275.0 10000.0 1 12
10300.0 10000.0 1 13
10325.0 10000.0 1 14
10350.0 10000.0 1 15
10375.0 10000.0 1 16
10400.0 10000.0 1 17
10425.0 10000.0 1 18
10450.0 10000.0 1 19
10475.0 10000.0 1 20
10500.0 10000.0 1 21
10525.0 10000.0 1 22
10550.0 10000.0 1 23
10575.0 10000.0 1 24
10600.0 10000.0 1 25
10625.0 10000.0 1 26
10650.0 10000.0 1 27
10675.0 10000.0 1 28
10700.0 10000.0 1 29
10725.0 10000.0 1 30
10750.0 10000.0 1 31
10775.0 10000.0 1 32
10800.0 10000.0 1 33
10825.0 10000.0 1 34
10850.0 10000.0 1 35
10875.0 10000.0 1 36
10900.0 10000.0 1 37
10925.0 10000.0 1 38
10950.0 10000.0 1 39
10975.0 10000.0 1 40
11000.0 10000.0 1 41
11025.0 10000.0 1 42
11050.0 10000.0 1 43
11075.0 10000.0 1 44
11100.0 10000.0 1 45
11125.0 10000.0 1 46
11150.0 10000.0 1 47
11175.0 10000.0 1 48
11200.0 10000.0 1 49
11225.0 10000.0 1 50
11250.0 10000.0 1 51
11275.0 10000.0 1 52
11300.0 10000.0 1 53
11325.0 10000.0 1 54
11350.0 10000.0 1 55
11375.0 10000.0 1 56
11400.0 10000.0 1 57
11425.0 10000.0 1 58
11450.0 10000.0 1 59
11475.0 10000.0 1 60
11500.0 10000.0 1 61
11525.0 10000.0 1 62
11550.0 10000.0 1 63
11575.0 10000.0 1 64
11600.0 10000.0 1 65
11625.0 10000.0 1 66
11650.0 10000.0 1 67
11675.0 10000.0 1 68
11700.0 10000.0 1 69
11725.0 10000.0 1 70
11750.0 10000.0 1 71
11775.0 10000.0 1 72
11800.0 10000.0 1 73
11825.0 10000.0 1 74
11850.0 10000.0 1 75
11875.0 10000.0 1 76
11900.0 10000.0 1 77
11925.0 10000.0 1 78
11950.0 10000.0 1 79
11975.0 10000.0 1 80
12000.0 10000.0 1 81
12025.0 10000.0 1 82
12050.0 10000.0 1 83
12075.0 10000.0 1 84
12100.0 10000.0 1 85
12125.0 10000.0 1 86
12150.0 10000.0 1 87
12175.0 10000.0 1 88
12200.0 10000.0 1 89
12225.0 10000.0 1 90
12250.0 10000.0 1 91
12275.0 10000.0 1 92
12300.0 10000.0 1 93
12325.0 10000.0 1 94
12350.0 10000.0 1 95
12375.0 10000.0 1 96
12400.0 10000.0 1 97
12425.0 10000.0 1 98
12450.0 10000.0 1 99
12475.0 10000.0 1 100
10000.0 10025.0 2 1
10025.0 10025.0 2 2
10050.0 10025.0 2 3
10075.0 10025.0 2 4
10100.0 10025.0 2 5
10125.0 10025.0 2 6
10150.0 10025.0 2 7
10175.0 10025.0 2 8
10200.0 10025.0 2 9
10225.0 10025.0 2 10
10250.0 10025.0 2 11
10275.0 10025.0 2 12
10300.0 10025.0 2 13
10325.0 10025.0 2 14
10350.0 10025.0 2 15
10375.0 10025.0 2 16
10400.0 10025.0 2 17
10425.0 10025.0 2 18
10450.0 10025.0 2 19
10475.0 10025.0 2 20
10500.0 10025.0 2 21
10525.0 10025.0 2 22
10550.0 10025.0 2 23
10575.0 10025.0 2 24
10600.0 10025.0 2 25
10625.0 10025.0 2 26
10650.0 10025.0 2 27
10675.0 10025.0 2 28
10700.0 10025.0 2 29
10725.0 10025.0 2 30
10750.0 10025.0 2 31
10775.0 10025.0 2 32
10800.0 10025.0 2 33
10825.0 10025.0 2 34
10850.0 10025.0 2 35
10875.0 10025.0 2 36
10900.0 10025.0 2 37
10925.0 10025.0 2 38
10950.0 10025.0 2 39
10975.0 10025.0 2 40
11000.0 10025.0 2 41
11025.0 10025.0 2 42
11050.0 10025.0 2 43
11075.0 10025.0 2 44
11100.0 10025.0 2 45
11125.0 10025.0 2 46
11150.0 10025.0 2 47
11175.0 10025.0 2 48
11200.0 10025.0 2 49
11225.0 10025.0 2 50
11250.0 10025.0 2 51
11275.0 10025.0 2 52
11300.0 10025.0 2 53
11325.0 10025.0 2 54
11350.0 10025.0 2 55
11375.0 10025.0 2 56
11400.0 10025.0 2 57
11425.0 10025.0 2 58
11450.0 10025.0 2 59
11475.0 10025.0 2 60
11500.0 10025.0 2 61
11525.0 10025.0 2 62
11550.0 10025.0 2 63
11575.0 10025.0 2 64
11600.0 10025.0 2 65
11625.0 10025.0 2 66
11650.0 10025.0 2 67
11675.0 10025.0 2 68
11700.0 10025.0 2 69
11725.0 10025.0 2 70
11750.0 10025.0 2 71
11775.0 10025.0 2 72
11800.0 10025.0 2 73
11825.0 10025.0 2 74
11850.0 10025.0 2 75
11875.0 10025.0 2 76
11900.0 10025.0 2 77
11925.0 10025.0 2 78
11950.0 10025.0 2 79
11975.0 10025.0 2 80
12000.0 10025.0 2 81
12025.0 10025.0 2 82
12050.0 10025.0 2 83
12075.0 10025.0 2 84
12100.0 10025.0 2 85
12125.0 10025.0 2 86
12150.0 10025.0 2 87
12175.0 10025.0 2 88
12200.0 10025.0 2 89
12225.0 10025.0 2 90
12250.0 10025.0 2 91
12275.0 10025.0 2 92
12300.0 10025.0 2 93
12325.0 10025.0 2 94
12350.0 10025.0 2 95
12375.0 10025.0 2 96
12400.0 10025.0 2 97
12425.0 10025.0 2 98
12450.0 10025.0 2 99
12475.0 10025.0 2 100
10000.0 10050.0 3 1
10025.0 10050.0 3 2
10050.0 10050.0 3 3
10075.0 10050.0 3 4
10100.0 10050.0 3 5
10125.0 10050.0 3 6
10150.0 10050.0 3 7
10175.0 10050.0 3 8
10200.0 10050.0 3 9
10225.0 10050.0 3 10
10250.0 10050.0 3 11
10275.0 10050.0 3 12
10300.0 10050.0 3 13
10325.0 10050.0 3 14
10350.0 10050.0 3 15
10375.0 10050.0 3 16
10400.0 10050.0 3 17
10425.0 10050.0 3 18
10450.0 10050.0 3 19
10475.0 10050.0 3 20
10500.0 10050.0 3 21
10525.0 10050.0 3 22
10550.0 10050.0 3 23
10575.0 10050.0 3 24
10600.0 10050.0 3 25
10625.0 10050.0 3 26
10650.0 10050.0 3 27
10675.0 10050.0 3 28
10700.0 10050.0 3 29
10725.0 10050.0 3 30
10750.0 10050.0 3 31
10775.0 10050.0 3 32
10800.0 10050.0 3 33
10825.0 10050.0 3 34
10850.0 10050.0 3 35
10875.0 10050.0 3 36
10900.0 10050.0 3 37
10925.0 10050.0 3 38
10950.0 10050.0 3 39
10975.0 10050.0 3 40
11000.0 10050.0 3 41
11025.0 10050.0 3 42
11050.0 10050.0 3 43
11075.0 10050.0 3 44
11100.0 10050.0 3 45
11125.0 10050.0 3 46
11150.0 10050.0 3 47
11175.0 10050.0 3 48
11200.0 10050.0 3 49
11225.0 10050.0 3 50
11250.0 10050.0 3 51
11275.0 10050.0 3 52
11300.0 10050.0 3 53
11325.0 10050.0 3 54
11350.0 10050.0 3 55
11375.0 10050.0 3 56
11400.0 10050.0 3 57
11425.0 10050.0 3 58
11450.0 10050.0 3 59
11475.0 10050.0 3 60
11500.0 10050.0 3 61
11525.0 10050.0 3 62
11550.0 10050.0 3 63
11575.0 10050.0 3 64
11600.0 10050.0 3 65
11625.0 10050.0 3 66
11650.0 10050.0 3 67
11675.0 10050.0 3 68
11700.0 10050.0 3 69
11725.0 10050.0 3 70
11750.0 10050.0 3 71
11775.0 10050.0 3 72
11800.0 10050.0 3 73
11825.0 10050.0 3 74
11850.0 10050.0 3 75
11875.0 10050.0 3 76
11900.0 10050.0 3 77
11925.0 10050.0 3 78
11950.0 10050.0 3 79
11975.0 10050.0 3 80
12000.0 10050.0 3 81
12025.0 10050.0 3 82
12050.0 10050.0 3 83
12075.0 10050.0 3 84
12100.0 10050.0 3 85
12125.0 10050.0 3 86
12150.0 10050.0 3 87
12175.0 10050.0 3 88
12200.0 10050.0 3 89
12225.0 10050.0 3 90
12250.0 10050.0 3 91
12275.0 10050.0 3 92
12300.0 10050.0 3 93
12325.0 10050.0 3 94
12350.0 10050.0 3 95
12375.0 10050.0 3 96
12400.0 10050.0 3 97
12425.0 10050.0 3 98
12450.0 10050.0 3 99
12475.0 10050.0 3 100
10000.0 10075.0 4 1
10025.0 10075.0 4 2
10050.0 10075.0 4 3
10075.0 10075.0 4 4
10100.0 10075.0 4 5
10125.0 10075.0 4 6
10150.0 10075.0 4 7
10175.0 10075.0 4 8
10200.0 10075.0 4 9
10225.0 10075.0 4 10
10250.0 10075.0 4 11
10275.0 10075.0 4 12
10300.0 10075.0 4 13
10325.0 10075.0 4 14
10350.0 10075.0 4 15
10375.0 10075.0 4 16
10400.0 10075.0 4 17
10425.0 10075.0 4 18
10450.0 10075.0 4 19
10475.0 10075.0 4 20
10500.0 10075.0 4 21
10525.0 10075.0 4 22
10550.0 10075.0 4 23
10575.0 10075.0 4 24
10600.0 10075.0 4 25
10625.0 10075.0 4 26
10650.0 10075.0 4 27
10675.0 10075.0 4 28
10700.0 10075.0 4 29
10725.0 10075.0 4 30
10750.0 10075.0 4 31
10775.0 10075.0 4 32
10800.0 10075.0 4 33
10825.0 10075.0 4 34
10850.0 10075.0 4 35
10875.0 10075.0 4 36
10900.0 10075.0 4 37
10925.0 10075.0 4 38
10950.0 10075.0 4 39
10975.0 10075.0 4 40
11000.0 10075.0 4 41
11025.0 10075.0 4 42
11050.0 10075.0 4 43
11075.0 10075.0 4 44
11100.0 10075.0 4 45
11125.0 10075.0 4 46
11150.0 10075.0 4 47
11175.0 10075.0 4 48
11200.0 10075.0 4 49
11225.0 10075.0 4 50
11250.0 10075.0 4 51
11275.0 10075.0 4 52
11300.0 10075.0 4 53
11325.0 10075.0 4 54
11350.0 10075.0 4 55
11375.0 10075.0 4 56
11400.0 10075.0 4 57
11425.0 10075.0 4 58
11450.0 10075.0 4 59
11475.0 10075.0 4 60
11500.0 10075.0 4 61
11525.0 10075.0 4 62
11550.0 10075.0 4 63
11575.0 10075.0 4 64
11600.0 10075.0 4 65
11625.0 10075.0 4 66
11650.0 10075.0 4 67
11675.0 10075.0 4 68
11700.0 10075.0 4 69
11725.0 10075.0 4 70
11750.0 10075.0 4 71
11775.0 10075.0 4 72
11800.0 10075.0 4 73
11825.0 10075.0 4 74
11850.0 10075.0 4 75
11875.0 10075.0 4 76
11900.0 10075.0 4 77
11925.0 10075.0 4 78
11950.0 10075.0 4 79
11975.0 10075.0 4 80
12000.0 10075.0 4 81
12025.0 10075.0 4 82
12050.0 10075.0 4 83
12075.0 10075.0 4 84
12100.0 10075.0 4 85
12125.0 10075.0 4 86
12150.0 10075.0 4 87
12175.0 10075.0 4 88
12200.0 10075.0 4 89
12225.0 10075.0 4 90
12250.0 10075.0 4 91
12275.0 10075.0 4 92
12300.0 10075.0 4 93
12325.0 10075.0 4 94
12350.0 10075.0 4 95
12375.0 10075.0 4 96
12400.0 10075.0 4 97
12425.0 10075.0 4 98
12450.0 10075.0 4 99
12475.0 10075.0 4 100
10000.0 10100.0 5 1
10025.0 10100.0 5 2
10050.0 10100.0 5 3
10075.0 10100.0 5 4
10100.0 10100.0 5 5
10125.0 10100.0 5 6
10150.0 10100.0 5 7
10175.0 10100.0 5 8
10200.0 10100.0 5 9
10225.0 10100.0 5 10
10250.0 10100.0 5 11
10275.0 10100.0 5 12
10300.0 10100.0 5 13
10325.0 10100.0 5 14
10350.0 10100.0 5 15
10375.0 10100.0 5 16
10400.0 10100.0 5 17
10425.0 10100.0 5 18
10450.0 10100.0 5 19
10475.0 10100.0 5 20
10500.0 10100.0 5 21
10525.0 10100.0 5 22
10550.0 10100.0 5 23
10575.0 10100.0 5 24
10600.0 10100.0 5 25
10625.0 10100.0 5 26
10650.0 10100.0 5 27
10675.0 10100.0 5 28
10700.0 10100.0 5 29
10725.0 10100.0 5 30
10750.0 10100.0 5 31
10775.0 10100.0 5 32
10800.0 10100.0 5 33
10825.0 10100.0 5 34
10850.0 10100.0 5 35
10875.0 10100.0 5 36
10900.0 10100.0 5 37
10925.0 10100.0 5 38
10950.0 10100.0 5 39
10975.0 10100.0 5 40
11000.0 10100.0 5 41
11025.0 10100.0 5 42
11050.0 10100.0 5 43
11075.0 10100.0 5 44
11100.0 10100.0 5 45
11125.0 10100.0 5 46
11150.0 10100.0 5 47
11175.0 10100.0 5 48
11200.0 10100.0 5 49
11225.0 10100.0 5 50
11250.0 10100.0 5 51
11275.0 10100.0 5 52
11300.0 10100.0 5 53
11325.0 10100.0 5 54
11350.0 10100.0 5 55
11375.0 10100.0 5 56
11400.0 10100.0 5 57
11425.0 10100.0 5 58
11450.0 10100.0 5 59
11475.0 10100.0 5 60
11500.0 10100.0 5 61
11525.0 10100.0 5 62
11550.0 10100.0 5 63
11575.0 10100.0 5 64
11600.0 10100.0 5 65
11625.0 10100.0 5 66
11650.0 10100.0 5 67
11675.0 10100.0 5 68
11700.0 10100.0 5 69
11725.0 10100.0 5 70
11750.0 10100.0 5 71
11775.0 10100.0 5 72
11800.0 10100.0 5 73
11825.0 10100.0 5 74
11850.0 10100.0 5 75
11875.0 10100.0 5 76
11900.0 10100.0 5 77
11925.0 10100.0 5 78
11950.0 10100.0 5 79
11975.0 10100.0 5 80
12000.0 10100.0 5 81
12025.0 10100.0 5 82
12050.0 10100.0 5 83
12075.0 10100.0 5 84
12100.0 10100.0 5 85
12125.0 10100.0 5 86
12150.0 10100.0 5 87
12175.0 10100.0 5 88
12200.0 10100.0 5 89
12225.0 10100.0 5 90
12250.0 10100.0 5 91
12275.0 10100.0 5 92
12300.0 10100.0 5 93
12325.0 10100.0 5 94
12350.0 10100.0 5 95
12375.0 10100.0 5 96
12400.0 10100.0 5 97
12425.0 10100.0 5 98
12450.0 10100.0 5 99
12475.0 10100.0 5 100
10000.0 10125.0 6 1
10025.0 10125.0 6 2
10050.0 10125.0 6 3
10075.0 10125.0 6 4
10100.0 10125.0 6 5
10125.0 10125.0 6 6
10150.0 10125.0 6 7
10175.0 10125.0 6 8
10200.0 10125.0 6 9
10225.0 10125.0 6 10
10250.0 10125.0 6 11
10275.0 10125.0 6 12
10300.0 10125.0 6 13
10325.0 10125.0 6 14
10350.0 10125.0 6 15
10375.0 10125.0 6 16
10400.0 10125.0 6 17
10425.0 10125.0 6 18
10450.0 10125.0 6 19
10475.0 10125.0 6 20
10500.0 10125.0 6 21
10525.0 10125.0 6 22
10550.0 10125.0 6 23
10575.0 10125.0 6 24
10600.0 10125.0 6 25
10625.0 10125.0 6 26
10650.0 10125.0 6 27
10675.0 10125.0 6 28
10700.0 10125.0 6 29
10725.0 10125.0 6 30
10750.0 10125.0 6 31
10775.0 10125.0 6 32
10800.0 10125.0 6 33
10825.0 10125.0 6 34
10850.0 10125.0 6 35
10875.0 10125.0 6 36
10900.0 10125.0 6 37
10925.0 10125.0 6 38
10950.0 10125.0 6 39
10975.0 10125.0 6 40
11000.0 10125.0 6 41
11025.0 10125.0 6 42
11050.0 10125.0 6 43
11075.0 10125.0 6 44
11100.0 10125.0 6 45
11125.0 10125.0 6 46
11150.0 10125.0 6 47
11175.0 10125.0 6 48
11200.0 10125.0 6 49
11225.0 10125.0 6 50
11250.0 10125.0 6 51
11275.0 10125.0 6 52
11300.0 10125.0 6 53
11325.0 10125.0 6 54
11350.0 10125.0 6 55
11375.0 10125.0 6 56
11400.0 10125.0 6 57
11425.0 10125.0 6 58
11450.0 10125.0 6 59
11475.0 10125.0 6 60
11500.0 10125.0 6 61
11525.0 10125.0 6 62
11550.0 10125.0 6 63
11575.0 10125.0 6 64
11600.0 10125.0 6 65
11625.0 10125.0 6 66
11650.0 10125.0 6 67
11675.0 10125.0 6 68
11700.0 10125.0 6 69
11725.0 10125.0 6 70
11750.0 10125.0 6 71
11775.0 10125.0 6 72
11800.0 10125.0 6 73
11825.0 10125.0 6 74
11850.0 10125.0 6 75
11875.0 10125.0 6 76
11900.0 10125.0 6 77
11925.0 10125.0 6 78
11950.0 10125.0 6 79
11975.0 10125.0 6 80
12000.0 10125.0 6 81
12025.0 10125.0 6 82
12050.0 10125.0 6 83
12075.0 10125.0 6 84
12100.0 10125.0 6 85
12125.0 10125.0 6 86
12150.0 10125.0 6 87
12175.0 10125.0 6 88
12200.0 10125.0 6 89
12225.0 10125.0 6 90
12250.0 10125.0 6 91
12275.0 10125.0 6 92
12300.0 10125.0 6 93
12325.0 10125.0 6 94
12350.0 10125.0 6 95
12375.0 10125.0 6 96
12400.0 10125.0 6 97
12425.0 10125.0 6 98
12450.0 10125.0 6 99
12475.0 10125.0 6 100
10000.0 10150.0 7 1
10025.0 10150.0 7 2
10050.0 10150.0 7 3
10075.0 10150.0 7 4
10100.0 10150.0 7 5
10125.0 10150.0 7 6
10150.0 10150.0 7 7
10175.0 10150.0 7 8
10200.0 10150.0 7 9
10225.0 10150.0 7 10
10250.0 10150.0 7 11
10275.0 10150.0 7 12
10300.0 10150.0 7 13
10325.0 10150.0 7 14
10350.0 10150.0 7 15
10375.0 10150.0 7 16
10400.0 10150.0 7 17
10425.0 10150.0 7 18
10450.0 10150.0 7 19
10475.0 10150.0 7 20
10500.0 10150.0 7 21
10525.0 10150.0 7 22
10550.0 10150.0 7 23
10575.0 10150.0 7 24
10600.0 10150.0 7 25
10625.0 10150.0 7 26
10650.0 10150.0 7 27
10675.0 10150.0 7 28
10700.0 10150.0 7 29
10725.0 10150.0 7 30
10750.0 10150.0 7 31
